customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod
4959-JOSRX,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
5046-NUHWD,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check
7273-TEFQD,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check
3606-TWKGI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
7529-ZDFXI,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
7605-BDWDC,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic)
1950-KSVVJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check
0123-CRBRT,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check
6292-TOSSS,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
3197-ARFOY,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check
6323-AYBRX,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
7014-ZZXAW,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
4385-GZQXV,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
7633-MVPUY,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check
6366-ZGQGL,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
4716-HHKQH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check
5940-AHUHD,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check
6432-TWQLB,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check
4484-GLZOU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
3179-GBRWV,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
8645-KWHJO,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
4130-MZLCC,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
0314-TKOSI,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check
8229-MYEJZ,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check
2080-SRCDE,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
9577-WJVCQ,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check
9512-UIBFX,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check
6202-DYYFX,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
3808-HFKDE,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
5583-SXDAG,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check
3488-PGMQJ,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
3580-REOAC,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
7534-BFESC,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
3727-OWVYD,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check
2294-SALNE,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check
4847-TAJYI,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
1563-IWQEX,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
8203-XJZRC,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
6556-DBKZF,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check
6851-WEFYX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
2985-JUUBZ,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
6390-DSAZX,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check
0895-LMRSF,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
8098-LLAZX,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
8266-VBFQL,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check
8181-YHCMF,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
2240-HSJQD,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check
1248-DYXUB,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
0265-EDXBD,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4115-BNPJY,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check
3167-SNQPL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check
4091-TVOCN,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic)
1098-TDVUQ,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
7277-OZCGZ,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check
1557-EMYVT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
2799-ARNLO,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
7563-BIUPC,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
5027-YOCXN,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic)
3973-SKMLN,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
2321-OMBXY,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic)
2840-XANRC,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
6745-JEFZB,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic)
5020-ZSTTY,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic)
9880-TDQAC,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
8705-WZCYL,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
7102-JJVTX,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check
8626-PTQGE,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
4983-CLMLV,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
5701-YVSVF,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check
5804-LEPIM,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
5697-GOMBF,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
2739-CACDQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic)
9385-EHGDO,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check
9498-FIMXL,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check
2379-GYFLQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic)
0122-OAHPZ,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
2868-SNELZ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check
4322-RCYMT,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic)
6680-NENYN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check
2088-IEBAU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
7982-VCELR,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
1343-EHPYB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
6035-BXTTY,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic)
6885-PKOAM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
7520-HQWJU,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
9639-BUJXT,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
5924-SNGKP,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
0021-IKXGC,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
2034-GDRCN,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
8966-SNIZF,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
6243-OZGFH,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
4654-DLAMQ,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic)
0513-RBGPE,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic)
5160-UXJED,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check
4115-NZRKS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
0219-YTZUE,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
0623-IIHUG,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
4572-DVCGN,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
3351-NGXYI,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
8984-EYLLL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check
9057-MSWCO,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
9833-TGFHX,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check
9294-TDIPC,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
5229-DTFYB,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
0104-PPXDV,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic)
5176-LMJXE,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check
3583-KRKMD,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic)
1010-DIAUQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic)
9069-LGEUL,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
7302-ZHMHP,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
9571-EDEBV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic)
3520-FJGCV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
6563-VRERX,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
0259-GBZSH,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
6122-EFVKN,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check
2805-EDJPQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic)
6862-CQUMB,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
7156-MXBJE,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic)
6158-HDPXZ,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
9601-BRXPO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
2863-IMQDR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check
5686-CMAWK,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check
5651-CRHKQ,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic)
6905-NIQIN,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check
8204-YJCLA,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
5167-ZFFMM,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic)
6583-SZVGP,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic)
4895-TMWIR,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
0533-BNWKF,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check
1708-PBBOA,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check
8782-LKFPK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check
5522-JBWMO,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check
3597-MVHJT,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
9774-NRNAU,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
0224-RLWWD,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
9967-ATRFS,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
3951-NJCVI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
2977-CEBSX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
0177-PXBAT,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
6599-CEBNN,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
2519-ERQOJ,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
5876-QMYLD,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
2277-AXSDC,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
9442-JTWDL,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
0979-PHULV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
3067-SVMTC,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic)
5495-GPSRW,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check
7606-BPHHN,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
4742-DRORA,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic)
0111-KLBQG,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check
4800-VHZKI,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
7989-CHGTL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
0334-GDDSO,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
4163-NCJAK,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic)
5233-AOZUF,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
5973-EJGDP,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check
1996-DBMUS,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
7916-VCCPB,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
4686-GEFRM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic)
5249-QYHEX,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check
0578-SKVMF,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check
5564-NEMQO,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
2233-FAGXV,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
5605-IYGFG,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
7663-ZTEGJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic)
3935-TBRZZ,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check
8111-BKVDS,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic)
2055-SIFSS,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
2806-MLNTI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
8734-DKSTZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
4360-PNRQB,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
6152-ONASV,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic)
9063-ZGTUY,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
7781-HVGMK,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
2181-UAESM,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check
2957-LOLHO,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
6048-NJXHX,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check
2320-SLKMB,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic)
4980-URKXC,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
4376-KFVRS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
5886-VLQVU,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
3577-AMVUX,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check
0771-WLCLA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
5628-RKIFK,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic)
0206-TBWLC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check
2937-FTHUR,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check
1910-FMXJM,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
7752-XUSCI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
4110-PFEUZ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check
0732-OCQOC,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
5168-MSWXT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
1090-ESELR,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
8592-PLTMQ,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check
5760-WRAHC,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check
8847-GEOOQ,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
0256-LTHVJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
4785-FCIFB,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
8313-NDOIA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
5149-CUZUJ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic)
0942-KOWSM,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
4237-CLSMM,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
1452-VOQCH,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4719-UMSIY,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
6614-VBEGU,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
0880-TKATG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check
3811-VBYBZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
1480-BKXGA,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
2996-XAUVF,No,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check
9076-AXYIK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check
5968-XQIVE,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check
8896-RAZCR,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
4640-UHDOS,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
4933-IKULF,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
3583-EKAPL,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
1304-BCCFO,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check
4104-PVRPS,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check
9399-APLBT,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
2359-KMGLI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
3780-DDGSE,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
4431-EDMIQ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check
0306-JAELE,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
6227-HWPWX,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
0486-LGCCH,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
0447-BEMNG,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
4612-SSVHJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
5168-MQQCA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
5949-XIKAE,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
7971-HLVXI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic)
9094-AZPHK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
3649-JPUGY,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
4472-LVYGI,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic)
8372-JUXUI,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
3552-CTCYF,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic)
6778-YSNIH,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
0388-EOPEX,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
5756-OZRIO,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic)
6579-JPICP,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
8205-OTCHB,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic)
4134-BSXLX,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check
0505-SPOOW,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
6235-VDHOM,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check
7783-YKGDV,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
4374-YMUSQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic)
4513-CXYIX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic)
3957-HHLMR,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic)
7803-XOCCZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic)
5736-YEJAX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic)
5609-CEBID,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check
8981-FJGLA,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check
7218-HKQFK,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
4636-QRJKY,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check
1135-LMECX,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
4332-MUOEZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic)
8535-SFUTN,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
5956-VKDTT,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
8677-HDZEE,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
